Country,1950,2000,2018,2050
Egypt,20713.331,69905.988,99375.741,153433.492
Nigeria,37859.744,122352.009,195875.237,410637.868
Kazakhstan,6702.991,15057.363,18403.86,22959.432
Pakistan,37542.376,138523.285,200813.818,306940.443
Malaysia,6109.915,23185.608,32042.458,41729.217
Brazil,53974.729,175287.587,210867.954,232688.044
Australia,8177.342,19065.837,24772.247,33186.818
